TagID,signal_type,st_UTC,sec_since_tagon,duration,notes,BB_RMS,SPL_rms_fc_1000,SPL_rms_fc_1250,SPL_rms_fc_1600,SPL_rms_fc_2000,SPL_rms_fc_2500,SPL_rms_fc_3150,SPL_rms_fc_4000,SPL_rms_fc_5000,SPL_rms_fc_6300,SPL_rms_fc_8000,SEL_dB
Zica-20191012-144029,MFA,10/13/2019 20:14:13,99014.24,20,NA,101.81816216179227,NA,NA,NA,NA,78.3046610758801,101.531643405183,89.5553865276996,NA,NA,NA,98.6221930167723
Zica-20191012-144029,MFA,10/13/2019 20:14:37,99038.7,20,NA,100.0820876628118,NA,NA,NA,NA,75.6521867394347,99.6633501386874,89.5421699443397,NA,NA,NA,97.25090076582615
Zica-20191012-144029,MFA,10/13/2019 20:15:02,99063.19,20,NA,96.54583051866072,NA,NA,NA,NA,73.7176240197043,96.1947110271834,85.14634963374,NA,NA,NA,95.79880308817044
Zica-20191012-144029,MFA,10/13/2019 20:15:26,99087.62,20,NA,100.4720185981499,NA,NA,NA,NA,75.784494789613,99.9672227974106,90.6529468346324,73.6536768305371,NA,NA,98.06134267635024
Zica-20191012-144029,MFA,10/13/2019 20:15:51,99112.04,20,NA,102.70671711663641,NA,NA,NA,NA,78.9128119774472,102.251464635974,92.4250045073499,74.8147291689071,NA,NA,99.49378243358339
Zica-20191012-144029,MFA,10/13/2019 20:16:15,99136.56,20,NA,102.80981556441851,NA,NA,NA,NA,78.7598787265977,102.406352668844,92.0316864983862,NA,73.5440940513881,NA,99.27275632600012
Zica-20191012-144029,MFA,10/13/2019 20:16:40,99161.03,20,NA,96.31448218163406,NA,NA,NA,NA,73.9046511809673,95.7557466416014,86.9207100640851,NA,NA,NA,95.28853693074467
Zica-20191012-144029,MFA,10/13/2019 20:17:04,99185.44,20,NA,107.42325290122778,NA,NA,NA,NA,82.4347707762325,107.005849184017,96.860606401344,75.3276535707641,NA,NA,102.35790286125157
Zica-20191012-144029,MFA,10/13/2019 20:17:28,99209.93,20,NA,103.31460509652361,NA,NA,NA,NA,79.5733883034859,102.998351064911,91.5104717359741,NA,NA,NA,100.03861714680593
Zica-20191012-144029,MFA,10/13/2019 20:17:53,99234.43,20,NA,101.96843070948056,NA,NA,NA,NA,77.7313540017472,101.408047261793,92.6608745380812,NA,NA,NA,98.84693085225722
Zica-20191012-144029,MFA,10/13/2019 20:18:17,99258.81,20,NA,107.72615093456791,NA,NA,NA,NA,81.5545622910954,107.19716708657,98.1792225804635,76.3355007786378,75.0560022776965,NA,102.17302515203679
Zica-20191012-144029,MFA,10/13/2019 20:18:42,99283.28,20,NA,110.71060874645471,NA,NA,NA,NA,84.4202394759334,110.1646280213,101.323051563942,78.7801576983137,NA,NA,105.00866170779638
Zica-20191012-144029,MFA,10/13/2019 20:19:06,99307.74,20,NA,100.37595426842499,NA,NA,NA,NA,75.939118078011,99.9775756321842,89.6212538593602,NA,NA,NA,96.93719075350806
Zica-20191012-144029,MFA,10/13/2019 20:19:31,99332.14,20,NA,101.91135134959416,NA,NA,NA,NA,76.2815322442783,101.303271708741,92.9807313418122,NA,NA,NA,99.23702128886856
Zica-20191012-144029,MFA,10/13/2019 20:19:55,99356.63,20,NA,105.50379152532535,NA,NA,NA,NA,80.8089364807793,105.000291303158,95.6748940626399,76.1900475721939,74.9733116946215,NA,102.10229584142895
Zica-20191012-144029,MFA,10/13/2019 20:20:20,99381.07,20,NA,102.42657144407863,NA,NA,NA,NA,77.5714033496444,101.927627396965,92.6493214892068,NA,NA,NA,99.71619263963488
Zica-20191012-144029,MFA,10/13/2019 20:20:44,99405.54,20,NA,102.21264095215766,NA,NA,NA,NA,77.6602234920849,101.642407860795,92.9877981894383,NA,NA,NA,99.36700710911502
Zica-20191012-144029,MFA,10/13/2019 20:21:09,99430.05,20,NA,99.42796083387746,NA,NA,NA,NA,74.297980428045,98.8874884209405,89.9949942635939,NA,NA,NA,96.11187958400222
Zica-20191012-144029,MFA,10/13/2019 20:21:33,99454.48,20,NA,103.47428908186947,NA,NA,NA,NA,80.0029665828247,103.252274770151,90.0390637519569,NA,NA,NA,100.21415636914946
Zica-20191012-144029,MFA,10/13/2019 20:21:57,99478.9,20,NA,101.53495497414119,NA,NA,NA,NA,77.6433605707356,101.082096263784,91.3094666598521,NA,NA,NA,99.35658877671905
Zica-20191012-144029,MFA,10/13/2019 20:22:22,99503.35,20,NA,102.64143792154567,NA,NA,NA,NA,77.0378203399015,102.115777451109,92.917454282036,79.3492489917688,NA,NA,98.72510917975552
Zica-20191012-144029,MFA,10/13/2019 20:22:46,99527.81,20,NA,107.40348778547687,NA,NA,NA,NA,81.6618238436963,106.951162869119,97.1678901184227,77.7698155819058,73.8166784518812,NA,102.45026293209465
Zica-20191012-144029,MFA,10/13/2019 20:23:11,99552.28,20,NA,110.64453481254574,NA,NA,NA,NA,84.7835190272134,110.238579791042,99.9466466543054,77.4816855404516,80.6762568304346,NA,104.58287945436281
Zica-20191012-144029,MFA,10/13/2019 20:23:35,99576.78,20,NA,110.35861120953805,NA,NA,NA,NA,84.4657225660993,109.90215103072,100.197511980192,77.5365395271574,75.323716305215,NA,104.55133360057367
Zica-20191012-144029,MFA,10/13/2019 20:24:00,99601.23,20,NA,107.67200426616049,NA,NA,NA,NA,82.0572079910969,107.25552200467,97.0840283240211,77.7266233381899,73.0940114595164,NA,101.30059572507656
Zica-20191012-144029,MFA,10/13/2019 20:24:25,99626.11,20,NA,107.1067313198494,86.841857348017,85.3258334259623,83.4440075621367,80.0225937291928,82.5032671126335,106.658549617068,95.409431454282,NA,80.9599971384092,80.5388372381369,102.3047670187714
Zica-20191012-144029,MFA,10/13/2019 20:25:38,99699.54,0.8,NA,96.81754752940284,NA,NA,NA,NA,NA,96.6323065411443,83.0247840243684,NA,NA,NA,89.70884923031186
Zica-20191012-144029,MFA,10/13/2019 20:26:27,99748.59,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zica-20191012-144029,MFA,10/13/2019 20:26:51,99772.77,20,NA,108.80364590219436,NA,NA,NA,NA,NA,108.451718857979,97.7155538767657,NA,NA,NA,102.94395846090305
Zica-20191012-144029,MFA,10/13/2019 20:27:16,99797.2,20,NA,107.45064316279039,NA,NA,NA,NA,81.1231451407689,106.924555202382,97.8298168619964,81.6568564941251,NA,NA,102.20939513783006
Zica-20191012-144029,MFA,10/13/2019 20:27:40,99821.69,20,NA,107.36893165738223,NA,NA,NA,NA,82.8727459672923,106.913254600821,97.1361086891439,75.8249799876416,74.9605537314835,NA,102.97225743277666
Zica-20191012-144029,MFA,10/13/2019 20:28:05,99846.16,20,NA,107.70499627808952,NA,NA,NA,NA,81.9532915682556,107.186563547083,98.0305460663847,77.157648267198,78.4907924291631,NA,103.19307546712426
Zica-20191012-144029,MFA,10/13/2019 20:28:29,99870.66,20,NA,109.18136421121235,NA,NA,NA,NA,82.9094937734152,108.681759361037,99.4032488193863,77.6305562501539,74.8273830597047,NA,103.48052321431925
Zica-20191012-144029,MFA,10/13/2019 20:28:54,99895.17,20,NA,110.12665394643773,NA,NA,NA,NA,83.9755440171456,109.649532713114,100.164676175051,78.7966587640078,NA,NA,104.71428737938882
Zica-20191012-144029,MFA,10/13/2019 20:29:18,99919.68,20,NA,107.91330744156184,NA,NA,NA,NA,82.9223467920613,107.498664409815,97.2804206000774,77.7686145088557,74.7579926910253,NA,103.20960925510151
Zica-20191012-144029,MFA,10/13/2019 20:29:43,99944.17,20,NA,107.48117851266443,NA,NA,NA,NA,83.1834565355227,107.157976929398,95.7296324875021,76.0630074107662,74.1917074615048,NA,103.00632289066037
Zica-20191012-144029,MFA,10/13/2019 20:30:07,99968.6,20,NA,106.40034509147084,NA,NA,NA,NA,82.0379883422781,106.088747967566,94.5137126588191,75.4724631544327,NA,NA,102.34812155362555
Zica-20191012-144029,MFA,10/13/2019 20:30:32,99993.15,20,NA,103.61110012281526,NA,NA,NA,NA,79.5933088155189,103.063302200721,94.0627058310984,76.9106911656359,75.2044405031086,NA,101.24565287480951
Zica-20191012-144029,MFA,10/13/2019 20:30:56,100017.65,20,NA,113.65325746850019,NA,NA,NA,75.0956389739775,89.6693000310205,113.445226165234,99.9004986803774,79.3921433249017,74.404416558238,NA,107.84575040043384
Zica-20191012-144029,MFA,10/13/2019 20:31:21,100042.11,20,NA,109.42360956503418,NA,NA,NA,NA,85.1886545931529,109.12011330991,97.4277686060712,76.975513531552,NA,NA,104.55941671727945
Zica-20191012-144029,MFA,10/13/2019 20:31:45,100066.54,20,NA,109.03009067543852,NA,NA,NA,NA,84.4115066653874,108.688577898877,97.5646905321463,78.1174151587117,NA,NA,104.20828637897381
Zica-20191012-144029,MFA,10/13/2019 20:32:10,100091.03,20,NA,104.9430288213085,NA,NA,NA,NA,81.2266733146636,104.638991256979,92.961397562814,NA,NA,NA,101.44252231507079
Zica-20191012-144029,MFA,10/13/2019 20:32:34,100115.63,20,NA,101.51716963036944,NA,NA,NA,NA,78.0054953397726,101.194678945606,89.7851312737201,NA,NA,NA,99.65531928227011
Zica-20191012-144029,MFA,10/13/2019 20:32:59,100140.06,20,NA,102.58630620126384,NA,NA,NA,NA,79.086088845989,102.322979791349,89.9394953588226,NA,NA,NA,100.06476341625
Zica-20191012-144029,MFA,10/13/2019 20:33:23,100164.51,20,NA,102.45558820834967,NA,NA,NA,NA,79.3325414885451,102.19265156231,89.7694784896783,NA,NA,NA,100.28082002701203
Zica-20191012-144029,MFA,10/13/2019 20:33:48,100189.02,20,NA,106.4093883648031,NA,NA,NA,NA,82.5712749798038,106.134892660243,93.9770189638869,NA,NA,NA,102.09119975593342
Zica-20191012-144029,MFA,10/13/2019 20:34:12,100213.43,20,NA,108.14850888829257,NA,NA,NA,NA,82.6827763511401,107.910598320509,95.0715915319167,79.040086551537,NA,NA,103.75323075486409
Zica-20191012-144029,MFA,10/13/2019 20:34:37,100238.02,20,NA,103.93934138364659,NA,NA,NA,NA,80.3287120885973,103.691128214286,91.0317134208413,NA,NA,NA,100.24071738735364
Zica-20191012-144029,MFA,10/13/2019 20:35:01,100262.47,20,NA,105.4195269045978,NA,NA,NA,NA,82.1250709912895,105.216025016361,91.404816886377,76.9354428773619,NA,NA,101.31792287762744
Zica-20191012-144029,MFA,10/13/2019 20:35:26,100286.99,20,NA,108.39682749058916,NA,NA,NA,NA,81.5644003850319,107.668208652016,100.226065535571,NA,NA,NA,104.68602819433204
Zica-20191012-144029,MFA,10/13/2019 20:35:50,100311.43,20,NA,104.8059765385338,NA,NA,NA,NA,81.3667101522245,104.545734419996,92.0212683475128,NA,74.6616389260051,NA,101.24264077117958
Zica-20191012-144029,MFA,10/13/2019 20:36:14,100335.9,20,NA,103.00361655700208,NA,NA,NA,NA,80.3856214578514,102.694384829386,91.0145452692472,NA,NA,NA,100.15404487426217
Zica-20191012-144029,MFA,10/13/2019 20:36:39,100360.43,20,NA,106.56344143992364,NA,NA,NA,NA,83.1299642617487,106.31863617201,93.5768278369651,NA,NA,NA,102.05793995290337
Zica-20191012-144029,MFA,10/13/2019 20:37:03,100384.92,20,NA,109.41679170759946,NA,NA,NA,NA,85.5923219786986,109.069595304169,97.9926466793033,77.5163232769229,NA,NA,104.555002375904
Zica-20191012-144029,MFA,10/13/2019 20:37:28,100409.37,20,NA,102.38915794626236,NA,NA,NA,NA,77.0746000713654,101.772431871193,93.5099431840322,NA,NA,NA,100.61993034093759
Zica-20191012-144029,MFA,10/13/2019 20:37:52,100433.9,20,NA,111.52223144874722,NA,NA,NA,NA,87.4192051716416,111.224787392745,99.4326836350436,78.5160540324166,NA,NA,106.00441690362275
Zica-20191012-144029,MFA,10/13/2019 20:38:17,100458.32,20,NA,109.71079114123177,NA,NA,NA,NA,85.3178623210763,109.435768434082,97.2684340918399,78.4071146848423,NA,NA,104.32030794490223
Zica-20191012-144029,MFA,10/13/2019 20:38:41,100482.86,20,NA,102.50049221579096,NA,NA,NA,NA,78.5977904623459,102.141301918291,91.2688764560958,NA,NA,NA,100.91650697369798
Zica-20191012-144029,MFA,10/13/2019 20:39:06,100507.26,20,NA,112.89056161396357,NA,NA,NA,NA,87.9556840389777,112.481494485114,102.228990286081,81.0274345227376,74.9253861400034,NA,107.35069038940976
Zica-20191012-144029,MFA,10/13/2019 20:39:30,100531.78,20,NA,112.11862089222052,NA,NA,NA,NA,85.0302801389236,111.415083794279,103.772205852032,81.927298716306,76.953525334854,NA,106.64468766016978
Zica-20191012-144029,MFA,10/13/2019 20:39:55,100556.27,20,NA,112.22185783871794,NA,NA,NA,NA,85.9002121513302,111.76719291916,102.066527964203,79.8379615977043,NA,NA,106.4170616390999
Zica-20191012-144029,MFA,10/13/2019 20:40:19,100580.76,20,NA,110.95786075310777,NA,NA,NA,NA,84.2914639641827,110.397032786473,101.68557982899,79.6994467997734,NA,NA,105.29897911290274
Zica-20191012-144029,MFA,10/13/2019 20:40:44,100605.23,20,NA,108.65229706692674,NA,NA,NA,NA,85.0955824138934,108.321590702542,96.9584412364736,77.738259633128,74.6490094944745,NA,104.19521931606765
Zica-20191012-144029,MFA,10/13/2019 20:41:08,100629.79,20,NA,114.26139317399932,NA,NA,NA,NA,89.2477497752563,113.658352709814,105.258153039855,81.8006653344138,75.3162146661348,NA,109.40327724299127
Zica-20191012-144029,MFA,10/13/2019 20:41:33,100654.24,20,NA,112.35318546502216,NA,NA,NA,NA,86.7385439901032,111.859981089312,102.504882548816,81.060023329961,77.2846017691675,NA,107.28436305473379
Zica-20191012-144029,MFA,10/13/2019 20:41:57,100678.71,20,NA,117.39571657517982,NA,NA,NA,NA,90.5563432063938,116.814963441901,108.270237090011,85.2170425264688,80.06211763509,NA,111.40721247152212
Zica-20191012-144029,MFA,10/13/2019 20:42:22,100703.2,20,NA,110.95520509984999,NA,NA,NA,NA,86.1055357403019,110.681037863269,98.5163798541725,77.7812394899517,76.8763556909822,NA,105.68262560165273
Zica-20191012-144029,MFA,10/13/2019 20:42:46,100727.66,20,NA,123.0069004928299,NA,NA,NA,81.2480890171269,96.5321719976774,122.477466751231,113.486630395296,90.3037587105619,86.0380004607786,78.258441559221,116.73293130881521
Zica-20191012-144029,MFA,10/13/2019 20:43:11,100752.15,20,NA,118.23641199717036,NA,NA,NA,77.1566159673861,91.4624540647016,117.6639205785,109.045804779965,86.5787898559608,80.0786704375089,NA,111.68726783483835
Zica-20191012-144029,MFA,10/13/2019 20:43:35,100776.64,20,NA,120.58571671732662,NA,NA,NA,79.2581661267176,94.7825122343931,120.08910339322,110.783917802266,88.4693507076648,78.9125619729947,NA,115.20068088612152
Zica-20191012-144029,MFA,10/13/2019 20:44:00,100801.14,20,NA,124.43285257872618,NA,NA,NA,82.7152027024671,98.4572219394148,124.002861996277,114.022071392581,91.9470206079299,85.1747483476348,75.989516206266,118.64268585451441
Zica-20191012-144029,MFA,10/13/2019 20:44:24,100825.63,20,NA,122.01173765320087,NA,NA,NA,80.6328665253617,96.0686177826306,121.555386649446,111.856520917834,88.9853277614103,82.9061955727413,74.6597152377934,116.48523422949664
Zica-20191012-144029,MFA,10/13/2019 20:44:49,100850.09,20,NA,117.91453842599168,NA,NA,NA,76.6814088353966,91.3235287898977,117.393601186819,108.332361734549,85.5308158868066,77.5291928880679,NA,111.89671064666713
Zica-20191012-144029,MFA,10/13/2019 20:45:13,100874.63,20,NA,115.10175257974426,NA,NA,NA,NA,88.447096328632,114.558263592185,105.665111721337,86.04386232018,80.8518094642798,NA,109.3038491069893
Zica-20191012-144029,MFA,10/13/2019 20:45:38,100899.19,20,NA,118.47579134473158,NA,NA,NA,77.3647097183162,92.2072780772875,118.011491914896,108.382258639649,86.8010514996277,83.8046723039112,76.4872100796647,112.59059894531441
Zica-20191012-144029,MFA,10/13/2019 20:46:02,100923.62,20,NA,117.82917451899272,NA,NA,NA,77.5421546420091,92.9879611455449,117.52064941036,105.932285666421,84.4822954554799,78.8949610064621,NA,111.81399914753803
Zica-20191012-144029,MFA,10/13/2019 20:46:27,100948.18,20,NA,125.49015044218382,NA,NA,NA,84.7421645342576,101.176310967897,125.273920663725,111.955371476941,90.49846047602,86.9640144811791,76.4859984832833,118.93330474318263
Zica-20191012-144029,MFA,10/13/2019 20:46:51,100972.67,20,NA,122.6096655720317,NA,NA,NA,81.3789736214408,97.3321737031779,122.249801107069,111.410330890089,88.8427431693799,84.9546486427027,75.3526651964438,116.8669329129994
Zica-20191012-144029,MFA,10/13/2019 20:47:16,100997.14,20,NA,118.0408990154873,NA,NA,NA,78.1061293435244,93.9899927350424,117.803330890977,104.897872059576,83.5816663976498,82.6695216466782,75.2946587743347,111.93531500626904
Zica-20191012-144029,MFA,10/13/2019 20:47:40,101021.67,20,NA,119.61151600334594,NA,NA,NA,79.4043916574847,95.4348660299016,119.289980942285,107.828045779344,89.0455851558209,82.8891839722084,74.7117591838146,113.88861030281076
Zica-20191012-144029,MFA,10/13/2019 20:48:05,101046.16,20,NA,119.23228123563541,NA,NA,NA,78.8275026797334,94.8226629314826,118.7540132023,109.226415625308,86.2402831489017,82.1791592412979,NA,114.1451541111648
Zica-20191012-144029,MFA,10/13/2019 20:48:29,101070.67,20,NA,119.65748724233181,NA,NA,NA,78.4368799151679,93.1258243861518,118.972084723879,111.167893933367,88.9491434308895,90.017849998486,81.9541330273678,113.97458079162274
Zica-20191012-144029,MFA,10/13/2019 20:48:54,101095.16,20,NA,122.43083430195901,NA,NA,NA,81.8963938790691,98.2172827662654,122.205433352685,109.054869489107,87.5075426137149,88.0129440096907,79.6118657465261,116.39475000784536
Zica-20191012-144029,MFA,10/13/2019 20:49:18,101119.65,20,NA,118.20360605157667,NA,NA,NA,78.1187228287539,93.965154440667,117.895841013486,106.272963821836,83.9658285812818,75.8391439642367,NA,112.47785893653807
Zica-20191012-144029,MFA,10/13/2019 20:49:43,101144.17,20,NA,121.46345858792414,NA,NA,NA,79.7513232018807,94.5685630893532,120.87606047748,112.397491381013,86.832867891183,78.8563922088486,NA,115.35811353983512
Zica-20191012-144029,MFA,10/13/2019 20:50:07,101168.66,20,NA,124.92351589716448,NA,NA,NA,82.9746225028912,98.3439126815116,124.42506751401,115.15682612339,92.02289947147,85.7624735774706,76.8259852737916,118.32157180042151
Zica-20191012-144029,MFA,10/13/2019 20:50:32,101193.17,20,NA,123.85313453502036,NA,NA,NA,81.7115830456564,97.7025576556183,123.222842900927,115.05259422774,92.5600330870579,80.9322121436929,NA,118.60896669108458
Zica-20191012-144029,MFA,10/13/2019 20:50:56,101217.62,20,NA,126.4647131477744,NA,NA,76.2349737762107,85.3743632312116,101.772393144583,126.202300993556,113.84146883533,91.8832306710532,87.3628016647433,79.4185379747652,120.04893675534424
Zica-20191012-144029,MFA,10/13/2019 20:51:21,101242.17,20,NA,116.2783262142389,NA,NA,NA,75.9260797683589,91.2705885076558,115.624783076338,107.5992491665,81.5173845100792,83.0797204648514,76.2295731901315,111.28157220087347
Zica-20191012-144029,MFA,10/13/2019 20:51:45,101266.65,20,NA,113.59160077694273,NA,NA,NA,NA,88.5923453683048,113.162052777738,103.136276241983,81.4506643928979,79.0675135157011,NA,108.06721551533757
Zica-20191012-144029,MFA,10/13/2019 20:52:10,101291.14,20,NA,117.62173252448102,NA,NA,NA,76.8047694356567,91.8875049676001,117.111864033931,107.8958369865,87.7465167110471,83.6826588972985,76.1279995019818,112.24726247240528
Zica-20191012-144029,MFA,10/13/2019 20:52:34,101315.63,20,NA,121.67368938656708,NA,NA,NA,80.284780255451,96.1001091496578,121.238054681126,111.310861773012,88.1482294614494,83.1968322855737,75.9836582437777,115.91676192957976
Zica-20191012-144029,MFA,10/13/2019 20:52:59,101340.16,20,NA,119.937753219017,NA,NA,NA,80.2975820180981,96.3793587636963,119.70885739885,106.586707257618,85.0878875918121,84.2552419447036,NA,114.4994966378573
Zica-20191012-144029,MFA,10/13/2019 20:53:23,101364.68,20,NA,122.23188198652743,NA,NA,NA,81.8447344136186,98.1564572236101,121.988152502391,109.231368362868,88.2289080510929,80.044818926713,NA,116.27405398300924
Zica-20191012-144029,MFA,10/13/2019 20:53:48,101389.17,20,NA,119.3776986004511,NA,NA,NA,78.6870327758083,94.4691606988418,119.057775049105,107.648516200291,85.3551018534317,81.1621284882224,NA,113.4476116790893
Zica-20191012-144029,MFA,10/13/2019 20:54:12,101413.74,20,NA,123.61376127388418,NA,NA,NA,82.8873652592931,99.3031923309934,123.37802256379899,110.478447989969,88.8007426489387,84.0367861842767,76.9174642972901,117.28626836491001
Zica-20191012-144029,MFA,10/13/2019 20:54:37,101438.13,20,NA,131.9378469299107,NA,NA,80.2511678508923,90.9647720394404,108.729475925345,131.213816732229,123.600451898029,99.4542564048916,102.890046220106,95.7816198702006,130.76393519540264
Zica-20191012-144029,MFA,10/13/2019 20:54:58,101459.71,20,NA,127.765386065075,NA,NA,NA,81.370851133713,97.9433821269169,121.109008310257,126.342376186405,114.487576481032,95.6065297985654,109.453730909605,124.69486944887362
Zica-20191012-144029,MFA,10/13/2019 20:55:26,101487.13,20,NA,123.98915173984332,NA,NA,NA,80.8664744138674,97.3917488249642,120.551504923431,121.167909658645,106.439261358094,91.034993981293,100.3098473138,121.56183858471225
Zica-20191012-144029,MFA,10/13/2019 20:55:53,101514.79,20,NA,125.89348785550926,NA,NA,75.6074948857269,84.4998283353596,101.801913087354,123.873177611903,121.243091762894,109.530495598011,91.4930515863468,98.4517492896134,124.19580607680902
Zica-20191012-144029,MFA,10/13/2019 20:56:21,101542.21,20,NA,122.87517232818115,NA,NA,NA,80.1255284591854,96.5949206563717,119.400281376217,120.10280524581,105.156678116452,96.3921962633111,92.8894699137248,122.5519620486056
Zica-20191012-144029,MFA,10/13/2019 20:56:48,101569.82,20,NA,129.0229514520264,NA,NA,NA,84.1845694511846,101.405085044884,124.542234680863,126.985881366073,110.666847200223,91.3250486912449,100.721053863003,128.23203480871345
Zica-20191012-144029,MFA,10/13/2019 20:57:16,101597.31,20,NA,126.59419526793224,93.9017069816447,NA,87.5938228688595,85.5300297810698,102.633780633101,123.75314805805,123.085007634449,111.265223239289,89.611826807058,87.1598959649479,125.49778181252387
